OBJECTID,SiteID,Basin,Latitude,Longitude,JurisdictionName,SubjurisdictionName,MonitoringCycle,SampleDate,SamplingDesign,SampleTime_UTC,SampleDepth_m,TempInField_degC,Salinity_PSU,AragSatState,pCO2_uatm,pH_calculated,pH_measured,TA_umolperkg,DIC_umolperkg,Comments,x,y
111,MAI-2385,Pacific,20.951315,-156.694601,Main Hawaiian Islands,Maui,2019,4/22/2019,Random,8:59:00 PM,1,27.7345893,34.5548101010101,3.43359270326418,431.565245051186,8.01135494367357,,2275.3,1977.1,,-156.694601,20.951315
112,MAI-2388,Pacific,20.873874,-156.689073,Main Hawaiian Islands,Maui,2019,4/22/2019,Random,10:43:00 PM,1,27.75706421,34.4275,3.53850779471197,410.791808291127,8.02897067511416,,2274.4,1966.6,,-156.689073,20.8738740000001
113,MAI-2374,Pacific,20.858984,-156.674622,Main Hawaiian Islands,Maui,2019,4/23/2019,Random,12:03:00 AM,1,27.82363506,34.5367909090909,3.45504603141954,424.037992625658,8.01590969019415,,2265.3,1964.7,,-156.674622,20.8589840000001
114,MAI-2354,Pacific,20.748456,-156.462635,Main Hawaiian Islands,Maui,2019,4/23/2019,Random,8:11:00 PM,1,25.5647833787466,34.2251198910082,2.86779981539316,503.957931624047,7.95687735009243,,2266.3,2019.5,,-156.462635,20.748456
115,MAI-2332,Pacific,20.716315,-156.459542,Main Hawaiian Islands,Maui,2019,4/23/2019,Random,9:32:00 PM,1,25.2682561643835,34.3117267123288,3.31889826785436,395.073492019592,8.04337277071408,,2261.9,1969.6,,-156.459542,20.7163150000001
116,MAI-2341,Pacific,20.66679,-156.445055,Main Hawaiian Islands,Maui,2019,4/23/2019,Random,11:06:00 PM,1,25.302725,34.2210227419355,3.37519116970097,386.318046026474,8.05202340917466,,2264.7,1967.5,,-156.445055,20.6667900000001
117,MAI-2350,Pacific,20.623267,-156.444132,Main Hawaiian Islands,Maui,2019,4/24/2019,Random,12:37:00 AM,1,25.1988177570094,34.2711517133956,3.3893389809894,379.540124794408,8.05735843491517,,2259.6,1960.3,,-156.444132,20.6232670000001
118,MAI-2337,Pacific,20.774513,-156.539357,Main Hawaiian Islands,Maui,2019,4/24/2019,Random,7:44:00 PM,1,24.931,34.47884,3.20991312192758,407.913108043068,8.03105567471182,,2257.7,1974.5,,-156.539357,20.7745130000001
119,MAI-2349,Pacific,20.791069,-156.579731,Main Hawaiian Islands,Maui,2019,4/24/2019,Random,9:14:00 PM,1,25.241865625,34.721134375,3.24288847587352,406.188705789048,8.0307551544448,,2252.9,1965.9,,-156.579731,20.791069
120,MAI-2439,Pacific,20.800857,-156.600034,Main Hawaiian Islands,Maui,2019,4/24/2019,Random,10:32:00 PM,1,25.4539578947368,34.5763105263158,3.36702861149636,391.661704929412,8.04579950490273,,2264.3,1966.8,,-156.600034,20.8008570000001
121,MAI-2343,Pacific,20.814839,-156.630658,Main Hawaiian Islands,Maui,2019,4/25/2019,Random,12:22:00 AM,1,25.7776,34.412447368421,3.43386297542388,386.588365187052,8.0511000437506,,2267.1,1964.6,,-156.630658,20.8148390000001
122,KAH-420,Pacific,20.589411,-156.548228,Main Hawaiian Islands,Kahoolawe,2019,4/25/2019,Random,7:02:00 PM,1,25.045185,34.375525,3.39247383763739,378.980652861916,8.05860992559526,,2265.4,1965.4,,-156.548228,20.589411
123,KAH-495,Pacific,20.607623,-156.576989,Main Hawaiian Islands,Kahoolawe,2019,4/25/2019,Random,8:12:00 PM,1,25.1098484848485,34.3740303030303,3.32372638222159,390.790808724952,8.04700752203528,,2261,1967.6,,-156.576989,20.607623
124,KAH-474,Pacific,20.590111,-156.609991,Main Hawaiian Islands,Kahoolawe,2019,4/25/2019,Random,9:16:00 PM,1,25.3173530612245,34.5708530612245,3.39789989628463,377.875524318653,8.05664222851502,,2252.5,1951,,-156.609991,20.590111
125,KAH-518,Pacific,20.558777,-156.666449,Main Hawaiian Islands,Kahoolawe,2019,4/25/2019,Random,10:38:00 PM,1,25.537140974212,34.4747518624642,3.42305510658961,374.291497136547,8.05902721124347,,2245.9,1942.4,,-156.666449,20.5587770000001
126,LAN-1778,Pacific,20.733537,-156.930211,Main Hawaiian Islands,Lanai,2019,4/26/2019,Random,11:16:00 PM,1,25.6724530612245,34.4536408163265,3.3884544764792,392.733025767193,8.04542113609918,,2266.6,1968.1,,-156.930211,20.7335370000001
127,LAN-1777,Pacific,20.733631,-156.941615,Main Hawaiian Islands,Lanai,2019,4/27/2019,Random,12:35:00 AM,1,25.8083734693878,34.4028897959184,3.11594629908632,442.281609975795,8.00058154730636,,2250.2,1977.9,,-156.941615,20.7336310000001
128,MAI-2544,Pacific,20.851605,-156.123636,Main Hawaiian Islands,Maui,2019,4/27/2019,Random,8:09:00 PM,1,23.6127094339622,34.7187433962265,3.30601970207491,379.221276958535,8.06241390523476,,2289.8,1995.4,,-156.123636,20.8516050000001
129,MAI-2567,Pacific,20.861897,-156.133891,Main Hawaiian Islands,Maui,2019,4/27/2019,Random,9:24:00 PM,1,23.7232020242915,34.6601635627531,3.29376428441024,381.418549588264,8.05975586987832,,2285.4,1992.4,,-156.133891,20.8618970000001
130,MAI-2586,Pacific,20.896702,-156.197846,Main Hawaiian Islands,Maui,2019,4/27/2019,Random,11:24:00 PM,1,23.877114,34.609228,3.36206587796625,371.948761456297,8.0687088809682,,2285.5,1986.3,,-156.197846,20.8967020000001
131,MOL-2221,Pacific,21.181705,-156.769334,Main Hawaiian Islands,Molokai,2019,4/28/2019,Random,7:50:00 PM,1,24.223802631579,34.6680421052632,3.3399482524469,382.996044896647,8.05800115228008,,2286.2,1989.7,,-156.769334,21.181705
132,MOL-2227,Pacific,21.177038,-156.776601,Main Hawaiian Islands,Molokai,2019,4/28/2019,Random,9:28:00 PM,1,24.2499309734513,34.6631592920354,3.31383091936788,384.86362730957,8.05506002871291,,2278.7,1984.4,,-156.776601,21.177038
133,MOL-2233,Pacific,21.176929,-156.809845,Main Hawaiian Islands,Molokai,2019,4/28/2019,Random,11:01:00 PM,1,24.4859761904762,34.6760299319728,3.31804517513724,390.103284666577,8.05052719220799,,2281.7,1987.6,,-156.809845,21.176929
134,MOL-2194,Pacific,21.187124,-157.011616,Main Hawaiian Islands,Molokai,2019,4/29/2019,Random,8:18:00 PM,1,24.67605,34.5518845238095,3.28927058006908,395.736554719349,8.04459092430079,,2274.9,1984.1,,-157.011616,21.187124
135,MOL-2197,Pacific,21.202842,-156.987503,Main Hawaiian Islands,Molokai,2019,4/29/2019,Random,9:50:00 PM,1,24.6067037735849,34.5971660377359,3.31742844006285,389.854969631186,8.05003305066956,,2276.3,1982.5,,-156.987503,21.202842
136,MOL-2291,Pacific,21.193681,-157.263525,Main Hawaiian Islands,Molokai,2019,5/1/2019,Random,8:08:00 PM,1,24.8673461538461,34.5443733974359,3.33317168685715,390.264535370832,8.04905023230617,,2272.8,1978,,-157.263525,21.193681
137,MOL-2300,Pacific,21.147179,-157.294332,Main Hawaiian Islands,Molokai,2019,5/1/2019,Random,9:49:00 PM,1,25.0276689230769,34.4472175384615,3.37544715831231,385.458023817234,8.05366059224476,,2273.1,1974.9,,-157.294332,21.147179
138,MOL-2286,Pacific,21.083958,-157.281091,Main Hawaiian Islands,Molokai,2019,5/1/2019,Random,11:28:00 PM,1,25.7110677631579,34.3754023026316,3.36052090836154,395.984323629452,8.04187357045519,,2261.3,1965.6,,-157.281091,21.083958
139,MOL-2469,Pacific,21.045591,-156.939884,Main Hawaiian Islands,Molokai,2019,5/2/2019,Random,7:07:00 PM,1,25.3238615384615,34.37758,3.15804314750619,422.208179366839,8.01744270412574,,2249.3,1971.9,,-156.939884,21.045591
140,MOL-2175,Pacific,21.059523,-156.965984,Main Hawaiian Islands,Molokai,2019,5/2/2019,Random,8:33:00 PM,1,25.3868928571429,34.4426035714286,3.16888159495445,422.16568039533,8.01743842368192,,2250.6,1972.1,,-156.965984,21.0595230000001
141,MOL-2476,Pacific,21.070411,-157.016334,Main Hawaiian Islands,Molokai,2019,5/2/2019,Random,9:50:00 PM,1,25.6162190391459,34.4312510676156,3.15595488304174,426.352895139758,8.01268217104454,,2243.9,1966.8,,-157.016334,21.070411
142,MOL-2263,Pacific,21.078979,-156.762769,Main Hawaiian Islands,Molokai,2019,5/3/2019,Random,7:20:00 PM,1,24.8957692307692,34.4084184615385,3.30906214619454,390.586051700775,8.04766488679868,,2263.5,1971.1,,-156.762769,21.0789790000001
143,MOL-2275,Pacific,21.074624,-156.775922,Main Hawaiian Islands,Molokai,2019,5/3/2019,Random,9:13:00 PM,1,25.2483708333333,34.50395,3.18547983148759,422.428290193136,8.01924354168968,,2263.5,1983.6,,-156.775922,21.074624
144,MOL-2255,Pacific,21.039568,-156.842847,Main Hawaiian Islands,Molokai,2019,5/3/2019,Random,11:19:00 PM,1,25.4240189090909,34.5153032727273,3.29026333229851,403.131502779012,8.03501745878073,,2259.4,1969.3,,-156.842847,21.039568
145,HAW-3356,Pacific,19.982251,-155.222291,Main Hawaiian Islands,Hawaii,2019,5/4/2019,Random,6:51:00 PM,1,25.3355038461538,34.2893057692308,3.38065010490007,385.607595809796,8.05222013346314,,2263.5,1965.5,,-155.222291,19.9822510000001
146,HAW-3436,Pacific,20.029952,-155.307763,Main Hawaiian Islands,Hawaii,2019,5/4/2019,Random,8:08:00 PM,1,25.938502244389,34.1991708229426,3.38588410171514,392.741971818968,8.04429979177198,,2256,1958.7,,-155.307763,20.029952
147,HAW-3362,Pacific,20.014509,-155.269528,Main Hawaiian Islands,Hawaii,2019,5/4/2019,Random,8:52:00 PM,1,25.2503166666667,33.728775,2.59086570601579,564.446913234655,7.91487421882379,,2253.7,2034.7,,-155.269528,20.014509
148,HAW-3441,Pacific,20.065388,-155.381452,Main Hawaiian Islands,Hawaii,2019,5/4/2019,Random,9:07:00 PM,1,25.4844695652174,34.0656260869565,3.39667527827227,382.297636009739,8.05495476076097,,2257.8,1959.1,,-155.381452,20.065388
149,HAW-3367,Pacific,20.034215,-155.318773,Main Hawaiian Islands,Hawaii,2019,5/4/2019,Random,9:40:00 PM,1,25.6802483870968,33.9125290322581,3.41864490100271,377.864991817185,8.05805554856499,,2249.5,1949.2,,-155.318773,20.0342150000001
150,HAW-3465,Pacific,20.054978,-155.36305,Main Hawaiian Islands,Hawaii,2019,5/5/2019,Random,12:27:00 AM,1,26.2606107142857,34.1382357142857,3.45571885497542,388.661467121414,8.04876900193312,,2261.4,1958.6,,-155.36305,20.0549780000001
151,KAH-424,Pacific,20.520563,-156.710971,Main Hawaiian Islands,Kahoolawe,2019,5/6/2019,Random,7:15:00 PM,1,25.5472611111111,34.4231944444444,3.36394083688145,394.391756328149,8.04403037943481,,2265.9,1969.6,,-156.710971,20.520563
152,KAH-608,Pacific,20.514489,-156.693031,Main Hawaiian Islands,Kahoolawe,2019,5/6/2019,Random,8:53:00 PM,1,25.5584923076923,34.3739128205128,3.41606334072256,386.121308239952,8.05209838493975,,2268.6,1967.6,,-156.693031,20.514489
153,KAH-450,Pacific,20.504093,-156.657721,Main Hawaiian Islands,Kahoolawe,2019,5/6/2019,Random,9:59:00 PM,1,25.6389333333333,34.3678722222222,3.4183764229763,385.909376539429,8.0517680180392,,2265.7,1964.5,,-156.657721,20.5040930000001
154,KAH-467,Pacific,20.51001,-156.628808,Main Hawaiian Islands,Kahoolawe,2019,5/6/2019,Random,11:38:00 PM,1,25.6747522727273,34.3782522727273,3.41855085768828,388.797205232562,8.04983761722333,,2270.4,1969.5,,-156.628808,20.51001
155,HAW-4300,Pacific,19.190669,-155.90859,Main Hawaiian Islands,Hawaii,2019,7/11/2019,Random,7:04:00 PM,1,27.92858596,34.46473538,3.47791606807558,423.879259497065,8.0169108444043,,2269.8,1967.8,,-155.90859,19.1906690000001
156,HAW-4263,Pacific,19.162698,-155.914907,Main Hawaiian Islands,Hawaii,2019,7/11/2019,Random,8:24:00 PM,1,28.07560593,34.45485068,3.51069993697642,421.26408460409,8.01918517087287,,2271.1,1966.4,,-155.914907,19.162698
157,HAW-4277,Pacific,19.076348,-155.904957,Main Hawaiian Islands,Hawaii,2019,7/11/2019,Random,10:15:00 PM,1,28.09848435,34.46351607,3.49158774790041,425.873037408516,8.01542107388338,,2271.8,1969,,-155.904957,19.076348
158,HAW-3774,Pacific,19.894039,-155.906807,Main Hawaiian Islands,Hawaii,2019,7/12/2019,Random,7:52:00 PM,0.9,27.96870334,34.31996377,3.31913091977855,448.912208087067,7.9946120895224,,2254.6,1967.7,,-155.906807,19.8940390000001
159,HAW-3732,Pacific,19.924302,-155.893574,Main Hawaiian Islands,Hawaii,2019,7/12/2019,Random,8:46:00 PM,0.9,28.15551394,34.38475856,3.36632250345303,446.014783278931,7.99734402265344,,2259.6,1968.6,,-155.893574,19.9243020000001
160,HAW-3757,Pacific,19.950373,-155.869973,Main Hawaiian Islands,Hawaii,2019,7/12/2019,Random,10:00:00 PM,0.9,28.38642792,34.32171485,3.4465734715761,434.050941329058,8.00682806822247,,2258.9,1960.9,,-155.869973,19.9503730000001
161,HAW-3796,Pacific,19.870962,-155.100795,Main Hawaiian Islands,Hawaii,2019,7/13/2019,Random,6:59:00 PM,0.9,26.67759714,34.11596568,3.26651328808203,428.505286377538,8.01220579106476,,2250.5,1966.4,,-155.100795,19.8709620000001
162,HAW-3817,Pacific,19.853747,-155.080978,Main Hawaiian Islands,Hawaii,2019,7/13/2019,Random,8:18:00 PM,0.9,26.89086872,34.10086656,3.37287584730085,413.250647572764,8.02544128089878,,2253.7,1960,,-155.080978,19.8537470000001
163,HAW-3798,Pacific,19.80397,-155.084191,Main Hawaiian Islands,Hawaii,2019,7/13/2019,Random,9:49:00 PM,0.9,27.24333125,33.69319107,3.32460057595142,416.895563380781,8.01948028585956,,2229.7,1941.6,,-155.084191,19.8039700000001
164,HAW-3814,Pacific,19.457961,-154.834217,Main Hawaiian Islands,Hawaii,2019,7/14/2019,Random,8:18:00 PM,1,27.09257146,34.30421493,3.40548766107948,415.167585827265,8.02406425380989,,2260.6,1963.8,,-154.834217,19.4579610000001
165,HAW-3800,Pacific,19.53378,-154.821573,Main Hawaiian Islands,Hawaii,2019,7/14/2019,Random,9:23:00 PM,1,26.98762338,32.98312175,3.38290022622852,386.337124523935,8.0450912283031,,2205.4,1912.4,,-154.821573,19.53378
166,HAW-3804,Pacific,19.5056,-154.807487,Main Hawaiian Islands,Hawaii,2019,7/14/2019,Random,10:10:00 PM,1,26.94295784,33.96584206,3.4690606912216,395.129421932617,8.04147719840728,,2252.6,1950.2,,-154.807487,19.5056000000001
167,HAW-3818,Pacific,19.542416,-154.843766,Main Hawaiian Islands,Hawaii,2019,7/14/2019,Random,10:57:00 PM,1,27.206181,32.6004747,3.36543421700458,385.347763276818,8.04466438548154,,2190.1,1899.8,,-154.843766,19.5424160000001
168,HAW-3843,Pacific,19.534627,-154.831689,Main Hawaiian Islands,Hawaii,2019,7/15/2019,Random,12:10:00 AM,1,27.28564402,31.33028879,3.29750256873439,365.509597708883,8.05756527225295,,2127.6,1844.9,,-154.831689,19.5346270000001
169,HAW-3799,Pacific,19.549928,-154.865856,Main Hawaiian Islands,Hawaii,2019,7/15/2019,Random,12:24:00 AM,1,27.41137459,31.97933828,3.28949217169221,387.770030391073,8.03983956521116,,2161.6,1879.6,,-154.865856,19.549928
170,HAW-3820,Pacific,19.567467,-154.894639,Main Hawaiian Islands,Hawaii,2019,7/15/2019,Random,1:32:00 AM,1,27.35187023,31.80218647,3.2087487649515,402.600500204372,8.02766719539233,,2163.8,1890.1,,-154.894639,19.567467
171,HAW-3359,Pacific,20.166103,-155.647796,Main Hawaiian Islands,Hawaii,2019,7/15/2019,Random,8:13:00 PM,1,26.68824863,34.43299373,3.4209838215315,406.75700810508,8.03208409712861,,2265.9,1966.5,,-155.647796,20.1661030000001
172,HAW-3350,Pacific,20.228329,-155.737844,Main Hawaiian Islands,Hawaii,2019,7/15/2019,Random,11:18:00 PM,1,27.5913289,34.46410441,3.54197871179109,404.149387325526,8.03386038618249,,2269,1960,,-155.737844,20.228329
173,HAW-4254,Pacific,19.850177,-155.972726,Main Hawaiian Islands,Hawaii,2019,7/16/2019,Random,6:49:00 PM,1,27.51856145,34.39930021,3.34612351372522,439.294359316486,8.00424082318557,,2266,1975.8,,-155.972726,19.850177
174,HAW-4240,Pacific,19.828357,-156.001166,Main Hawaiian Islands,Hawaii,2019,7/16/2019,Random,8:29:00 PM,1,27.41441912,34.40681493,3.48766132203079,408.320659478435,8.02990065178148,,2264.5,1960.3,,-156.001166,19.828357
175,HAW-4241,Pacific,19.798057,-156.021496,Main Hawaiian Islands,Hawaii,2019,7/16/2019,Random,10:15:00 PM,1,27.85782667,34.18918409,3.61422065444607,422.074067123156,8.02792804567945,,2323,2012.1,,-156.021496,19.798057
176,HAW-3751,Pacific,19.677495,-156.035961,Main Hawaiian Islands,Hawaii,2019,7/17/2019,Random,6:51:00 PM,1,27.90175099,34.28699327,3.2429315028682,465.231878746032,7.98248071650027,,2257,1977.6,,-156.035961,19.677495
177,HAW-3745,Pacific,19.632944,-155.996367,Main Hawaiian Islands,Hawaii,2019,7/17/2019,Random,8:12:00 PM,1,28.29987901,34.13368044,3.14985572048582,490.287779960482,7.96231839193746,,2247.1,1977.6,,-155.996367,19.6329440000001
178,HAW-3413,Pacific,19.608151,-155.984772,Main Hawaiian Islands,Hawaii,2019,7/17/2019,Random,8:59:00 PM,1,28.40670989,34.25204611,3.3770176823173,444.862069320892,7.99720072243156,,2251.8,1960.4,,-155.984772,19.6081510000001
179,HAW-3759,Pacific,19.21012,-155.899984,Main Hawaiian Islands,Hawaii,2019,7/19/2019,Random,7:34:00 PM,1,28.12072734,34.23274799,3.31434342386968,449.998865748321,7.99296236519373,,2248.8,1962.7,,-155.899984,19.2101200000001
180,HAW-3401,Pacific,19.36543,-155.894682,Main Hawaiian Islands,Hawaii,2019,7/19/2019,Random,9:08:00 PM,1,28.70635198,34.22982811,3.39845110041643,446.970084355295,7.99529567586221,,2251.6,1958.9,,-155.894682,19.3654300000001
181,HAW-3718,Pacific,19.387358,-155.904898,Main Hawaiian Islands,Hawaii,2019,7/19/2019,Random,10:25:00 PM,1,28.81736947,34.36873015,3.49462091949584,434.958471934514,8.00580150253595,,2260.7,1959,,-155.904898,19.3873580000001
182,LAN-2061,Pacific,20.732482,-156.959149,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,6:49:00 PM,1,27.48971558,34.62873047,3.49100375015758,416.983969456491,8.02401625866255,,2278.8,1974.4,,-156.959149,20.7324820000001
183,LAN-2008,Pacific,20.733303,-156.94666,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,7:09:00 PM,1,27.4654739,34.6302224,3.48820812339417,416.115581322054,8.02447765766827,,2277,1972.7,,-156.94666,20.733303
184,LAN-2030,Pacific,20.742419,-156.971549,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,7:51:00 PM,1,28.01931922,34.58580552,3.57148478632161,409.940655091532,8.02871275991165,,2273.3,1962.2,,-156.971549,20.742419
185,LAN-2033,Pacific,20.757876,-156.985936,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,8:43:00 PM,1,28.03925229,34.56238501,3.60428941175743,405.086560855229,8.03322813954388,,2275.1,1961.1,,-156.985936,20.7578760000001
186,LAN-2034,Pacific,20.787903,-156.992559,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,9:03:00 PM,1,27.8257255,34.61577135,3.54005548367933,413.093733858894,8.0265149256265,,2275.7,1967.2,,-156.992559,20.787903
187,LAN-2036,Pacific,20.81702,-156.98841,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,10:13:00 PM,1,27.93385367,34.61639233,3.59944222139013,404.047290735338,8.03408875708201,,2275.3,1961.3,,-156.98841,20.8170200000001
188,LAN-2016,Pacific,20.795482,-156.992404,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,10:23:00 PM,1,28.06129483,34.61172886,3.59196955634905,408.543677394847,8.0302584231598,,2276.3,1963.4,,-156.992404,20.7954820000001
189,LAN-2060,Pacific,20.846637,-157.00564,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,11:31:00 PM,1,28.25874975,34.61460882,3.7220201642951,384.945420086152,8.04934540477873,,2267.5,1942,,-157.00564,20.846637
190,LAN-2042,Pacific,20.829942,-156.993786,Main Hawaiian Islands,Lanai,2019,7/20/2019,Random,11:52:00 PM,1,28.41753058,34.54845653,3.83095543209347,367.839739181504,8.06451701117298,,2263.8,1928.3,,-156.993786,20.8299420000001
191,LAN-2062,Pacific,20.865803,-157.038344,Main Hawaiian Islands,Lanai,2019,7/21/2019,Random,12:43:00 AM,1,28.24582317,34.63021824,3.66716546479809,391.499580943446,8.04249056700443,,2261.6,1940.9,,-157.038344,20.865803
192,NII-2552,Pacific,22.003485,-160.065263,Main Hawaiian Islands,Niihau and Lehua,2019,7/25/2019,Random,8:46:00 PM,1,27.34817118,34.73429613,3.59508130157043,398.309832008135,8.04100309416511,,2285.8,1971,,-160.065263,22.0034850000001
193,NII-2547,Pacific,22.014113,-160.099468,Main Hawaiian Islands,Niihau and Lehua,2019,7/25/2019,Random,10:27:00 PM,1,27.55527905,34.7268049,3.79494869236064,366.070377335763,8.06949739939324,,2281.7,1947.9,,-160.099468,22.0141130000001
194,NII-1950,Pacific,21.80423,-160.249751,Main Hawaiian Islands,Niihau and Lehua,2019,7/26/2019,Random,11:59:00 PM,1,27.55043945,34.70510834,3.60849063278729,399.900170524181,8.03949254077731,,2285.8,1970.3,,-160.249751,21.8042300000001
195,NII-1977,Pacific,21.8594,-160.24178,Main Hawaiian Islands,Niihau and Lehua,2019,7/27/2019,Random,2:29:00 AM,1,27.73599831,34.72443665,3.66666646915899,394.446599752358,8.0444189017997,,2288.3,1967.7,,-160.24178,21.8594
196,KAU-2145,Pacific,22.203483,-159.634594,Main Hawaiian Islands,Kauai,2019,7/27/2019,Random,6:45:00 PM,1,27.2270886,34.71369883,3.57402832308164,399.298722326501,8.04021872978808,,2285.1,1972.1,,-159.634594,22.2034830000001
197,KAU-2166,Pacific,22.113295,-159.738913,Main Hawaiian Islands,Kauai,2019,7/28/2019,Random,1:17:00 AM,1,28.80875234,34.61547765,3.80672384132335,381.140352378954,8.05207922698408,,2267.3,1935,,-159.738913,22.1132950000001
198,KAU-2113,Pacific,21.956199,-159.338073,Main Hawaiian Islands,Kauai,2019,7/29/2019,Random,12:00:00 AM,1,28.12612734,34.67415649,3.64263354557677,402.242444094871,8.03590575404101,,2279.4,1961.7,,-159.338073,21.956199
199,LAN-1740,Pacific,20.908947,-156.878748,Main Hawaiian Islands,Lanai,2019,7/29/2019,Random,9:02:00 PM,1,27.3116148,34.67332016,3.28248317217789,444.579662302616,7.99792692337337,,2257.5,1971.5,,-156.878748,20.9089470000001
200,LAN-1744,Pacific,20.866647,-156.830469,Main Hawaiian Islands,Lanai,2019,7/29/2019,Random,10:09:00 PM,1,27.46853772,34.66210639,3.33354327240069,439.789389324381,8.00245566606997,,2262.3,1972,,-156.830469,20.8666470000001
201,OAH-3293,Pacific,21.307023,-158.125842,Main Hawaiian Islands,Oahu,2019,7/30/2019,Random,7:20:00 PM,1,27.69280335,34.65669782,3.52234324302205,417.630985020678,8.02391839274357,,2283.4,1976.6,,-158.125842,21.3070230000001
202,OAH-3502,Pacific,21.28681,-158.10532,Main Hawaiian Islands,Oahu,2019,7/30/2019,Random,7:21:00 PM,1,27.74393487,34.64131907,3.49745366334574,421.119940309901,8.02023785524486,,2278.7,1974.2,,-158.10532,21.2868100000001
