SiteID,basin,loc1,loc2,loc3,Latitude,Longitude,JurisdictionName,SubjurisdictionName,MonitoringCycle,SampleDate,SamplingDesign,SampleTime_UTC,SampleDepth_m,TempInField_degC,Salinity_PSU,AragSatState,pCO2_uatm,pH_calculated,pH_measured,TA_umolperkg,DIC_umolperkg,Comments,x,y
2286,atlantic,florida,dryTortugas,dryTortugas-west,24.64791,-82.92975,Florida,Dry Tortugas,2021,6/7/21,Random,6:55:00 PM,0,28.3,36.4515702,3.80296964,432.686227,8.0211355,8.02407483,2384.64354,2050.36406,,-82.92975,24.64791
2374,atlantic,florida,dryTortugas,dryTortugas-west,24.63092,-82.96915,Florida,Dry Tortugas,2021,6/8/21,Random,1:48:00 PM,0,,36.4384721,,,,,2376.45213,2067.45044,,-82.96915,24.63092
2269,atlantic,florida,dryTortugas,dryTortugas-west,24.63338,-82.84647,Florida,Dry Tortugas,2021,6/9/21,Random,12:19:00 PM,0,27.2,36.1256658,3.63884963,438.859122,8.01822006,8.01749875,2383.84633,2064.39009,,-82.84647,24.63338
2253,atlantic,florida,dryTortugas,dryTortugas-west,24.66015,-82.81355,Florida,Dry Tortugas,2021,6/9/21,Random,4:46:00 PM,0,28.1,36.1984117,3.75559037,439.598805,8.01745061,8.02517227,2390.29353,2061.67018,,-82.81355,24.66015
2229,atlantic,florida,dryTortugas,dryTortugas-west,24.61155,-82.87111,Florida,Dry Tortugas,2021,6/9/21,Random,7:05:00 PM,0,28.7,34.3,3.94472381,407.466688,8.04751024,8.03178995,2377.95803,2040.72059,,-82.87111,24.61155
2350,atlantic,florida,dryTortugas,dryTortugas-west,24.5432,-82.94955,Florida,Dry Tortugas,2021,6/10/21,Random,12:11:00 PM,0,27.8,36.2266168,3.65849659,448.389687,8.00969198,8.01145644,2383.39199,2062.93474,,-82.94955,24.5432
2329,atlantic,florida,dryTortugas,dryTortugas-west,24.56442,-82.92175,Florida,Dry Tortugas,2021,6/10/21,Random,5:22:00 PM,0,28.1,36.4967996,3.7157691,446.109744,8.01085712,8.01685005,2386.59099,2060.22156,,-82.92175,24.56442
2293,atlantic,florida,dryTortugas,dryTortugas-west,24.64862,-82.78265,Florida,Dry Tortugas,2021,6/11/21,Random,12:00:00 PM,0,27.3,36.4885927,3.77814784,417.677875,8.03501155,8.03261455,2388.14169,2053.93835,,-82.78265,24.64862
2572,atlantic,florida,dryTortugas,dryTortugas-west,24.64776,-82.79069,Florida,Dry Tortugas,2021,6/11/21,Random,6:07:00 PM,0,28.4,36.4738368,3.82328448,431.787608,8.02188546,8.02315114,2386.0116,2049.98057,,-82.79069,24.64776
2349,atlantic,florida,dryTortugas,dryTortugas-west,24.5953667,-82.978833,Florida,Dry Tortugas,2021,7/11/21,Random,6:52:00 PM,0,29.3,36.4848458,3.67960577,480.79987,7.98316286,7.99798642,2385.42951,2065.43114,,-82.978833,24.5953667
2750,atlantic,florida,dryTortugas,dryTortugas-west,24.5781167,-82.972633,Florida,Dry Tortugas,2021,7/11/21,Random,9:14:00 PM,0,29.4,36.1519466,3.74554062,469.794985,7.99247188,8.02060667,2387.45964,2062.99409,,-82.972633,24.5781167
2396,atlantic,florida,dryTortugas,dryTortugas-west,24.7204167,-82.879733,Florida,Dry Tortugas,2021,7/15/21,Random,2:04:00 PM,0,28.7,36.4414399,3.63815337,473.615683,7.98880934,8.00619667,2382.80796,2065.44016,,-82.879733,24.7204167
2206,atlantic,florida,dryTortugas,dryTortugas-west,24.7155833,-82.845183,Florida,Dry Tortugas,2021,7/15/21,Random,6:00:00 PM,0,29.1,36.1646993,3.65741455,475.86311,7.98681329,7.99644856,2378.08758,2060.77419,,-82.845183,24.7155833
2627,atlantic,florida,dryTortugas,dryTortugas-west,24.7183667,-82.81965,Florida,Dry Tortugas,2021,7/15/21,Random,7:13:00 PM,0,29.8,36.1819965,3.66488046,492.697524,7.97416686,7.98804949,2380.44998,2064.17446,,-82.81965,24.7183667
2670,atlantic,florida,dryTortugas,dryTortugas-west,24.6876667,-82.83435,Florida,Dry Tortugas,2021,7/15/21,Random,9:50:00 PM,0,29.8,36.1100252,3.75264709,476.434619,7.98685859,8.00086022,2384.98246,2060.85991,,-82.83435,24.6876667
WQ071521,atlantic,florida,dryTortugas,dryTortugas-west,24.6731667,-82.846433,Florida,Dry Tortugas,2021,7/15/21,Random,10:29:00 PM,0,29,36.2423364,3.80170145,450.913297,8.00740593,8.01672261,2390.15448,2059.03573,,-82.846433,24.6731667
2775,atlantic,florida,dryTortugas,dryTortugas-west,24.7057,-82.768783,Florida,Dry Tortugas,2021,7/17/21,Random,12:43:00 PM,0,28.6,36.0791987,3.70122677,459.480967,8.00122559,8.01106588,2386.70749,2064.8693,,-82.768783,24.7057
2726,atlantic,florida,dryTortugas,dryTortugas-west,24.7203833,-82.78375,Florida,Dry Tortugas,2021,7/17/21,Random,1:30:00 PM,0,28.7,36.0529969,3.71825788,459.290253,8.00163011,8.01242945,2388.57739,2065.56723,,-82.78375,24.7203833
2215,atlantic,florida,dryTortugas,dryTortugas-west,24.7150333,-82.78925,Florida,Dry Tortugas,2021,7/17/21,Random,3:59:00 PM,0,28.7,36.1810342,3.71793554,460.100425,8.00075424,8.01479792,2389.40364,2065.88844,,-82.78925,24.7150333
130 (Deck GPS),atlantic,florida,dryTortugas,dryTortugas-west,24.6976167,-82.748267,Florida,Dry Tortugas,2021,7/17/21,Random,8:11:00 PM,0,29.2,35.8970887,3.80232518,452.766817,8.00626939,8.01677859,2386.68659,2057.40569,,-82.748267,24.6976167
EH65,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91069,-93.60277,Flower Garden Banks,Flower Garden Banks,2013,9/2/13,Random,13:28,0,30.1,37.2,4.083012931,432.1611013,8.020736336,,2408.408629,2048.8,,-93.60277,27.91069
EH58,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91116,-93.59769,Flower Garden Banks,Flower Garden Banks,2013,9/2/13,Random,17:30,0,30.5,37,4.160653052,427.5571394,8.024823966,,2410.414627,2045.5,,-93.59769,27.91116
EL44,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90527,-93.60274,Flower Garden Banks,Flower Garden Banks,2013,9/3/13,Random,11:25,0,29.9,37.5,4.104976826,425.8954779,8.025571836,,2411.479143,2047.8,,-93.60274,27.90527
EH15,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90528,-93.60071,Flower Garden Banks,Flower Garden Banks,2013,9/3/13,Random,12:45,0,30.4,37.1,4.114715468,433.6709807,8.019739341,,2410.23899,2048.9,,-93.60071,27.90528
EH19,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90709,-93.6002,Flower Garden Banks,Flower Garden Banks,2013,9/3/13,Random,18:10,0,30.2,37.1,4.009750802,443.6880804,8.01067719,,2400.674501,2048.4,,-93.6002,27.90709
EH64,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90936,-93.59819,Flower Garden Banks,Flower Garden Banks,2013,9/3/13,Random,21:30,0,31.6,37,4.143772393,453.9962404,8.002603168,,2409.109164,2048.5,,-93.59819,27.90936
EL10,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90393,-93.59917,Flower Garden Banks,Flower Garden Banks,2013,9/4/13,Random,11:40,0,30,37.4,4.075423086,433.3326196,8.019823231,,2411.702759,2051.7,,-93.59917,27.90393
EL59,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90575,-93.59664,Flower Garden Banks,Flower Garden Banks,2013,9/4/13,Random,12:29,0,30.2,37.3,4.095274664,432.8367895,8.019956253,,2409.636805,2048.6,,-93.59664,27.90575
EH89,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90935,-93.60022,Flower Garden Banks,Flower Garden Banks,2013,9/4/13,Random,14:42,0,30.1,37.3,4.068740161,433.2860717,8.019072652,,2405.295821,2046.3,,-93.60022,27.90935
EBHR70,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.911602,-93.60023,Flower Garden Banks,Flower Garden Banks,2015,8/24/15,Random,21:02,0,30.4,36.1138754,4.019223263,446.2736285,8.01196522,,2403.869517,2056.4,,-93.60023,27.911602
EBHR63,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90789,-93.60072,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,19:24,0,29.2,36.22426366,4.030879412,419.3467022,8.034753247,,2405.417874,2053.4,,-93.60072,27.90789
EBHR76,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.908899,-93.5992,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,18:35,0,29.4,36.2517728,3.925919584,442.5805735,8.01570305,,2405.052095,2063.4,,-93.5992,27.908899
EBHR78,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.907096,-93.59868,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,16:30,0,29.2,36.18330654,3.784185256,462.0603453,8.000131052,,2398.600856,2070.1,,-93.59868,27.907096
EBHR84,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.904843,-93.59765,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,13:45,0,29.3,36.24225541,3.870808736,448.5598791,8.010509012,,2400.675919,2063.9,,-93.59765,27.904843
EBLR37,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.906175,-93.60274,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,11:30,0,29.4,36.246533,3.676031335,485.1111487,7.981517136,,2391.029732,2072.6,,-93.60274,27.906175
EBLR39,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.904828,-93.60121,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,12:00,0,29.1,36.20068406,3.785737496,456.0044581,8.003773342,,2391.952408,2062.5,,-93.60121,27.904828
EBLR40,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.903954,-93.59917,Flower Garden Banks,Flower Garden Banks,2015,8/27/15,Random,13:12,0,29.1,36.29858252,3.621269185,490.844382,7.977773736,,2392.859016,2079,,-93.59917,27.903954
EBHR48,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.908432,-93.60275,Flower Garden Banks,Flower Garden Banks,2015,8/28/15,Random,17:08,0,29.4,36.20295638,3.994678558,430.4276342,8.025702627,,2406.290079,2058.4,,-93.60275,27.908432
EBHR81,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.911158,-93.5987,Flower Garden Banks,Flower Garden Banks,2015,8/28/15,Random,16:18,0,29.3,36.3129915,4.00064334,427.2778659,8.027963613,,2405.998051,2056.7,,-93.5987,27.911158
EBLR41,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91385,-93.59872,Flower Garden Banks,Flower Garden Banks,2015,8/28/15,Random,14:22,0,29.1,36.35263604,3.989828781,426.2029936,8.029282693,,2408.290208,2059.5,,-93.59872,27.91385
410,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.9089,-93.5999,Flower Garden Banks,Flower Garden Banks,2018,6/13/18,Random,21:47,0,29,32.80992911,3.615742765,448.8106003,8.01273736,,2336.790624,2034.5,,-93.5999,27.9089
9073,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91443333,-93.59853333,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,5:27:00 PM,0,29.3,36.54849344,3.867116431,453.5929586,8.006378393,7.985118688,2405.304004,2068.085271,,-93.59853333,27.91443333
9067,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91355,-93.5991,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,6:29:00 PM,0,29.4,36.61005003,3.772189278,473.4363872,7.990685028,7.982099575,2402.342591,2074.068021,,-93.5991,27.91355
9061,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91163333,-93.59958333,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,7:27:00 PM,0,29.8,36.56813939,3.878554341,463.969713,7.998129194,8.00016868,2407.193358,2070.143678,,-93.59958333,27.91163333
9050,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90731667,-93.60065,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,8:07:00 PM,0,29.7,36.80256442,3.968335105,446.7664099,8.011266744,8.003507939,2411.035279,2064.150213,,-93.60065,27.90731667
9057,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90688333,-93.60013333,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,9:10:00 PM,0,30,36.57765579,3.863677864,469.4239719,7.993157452,8.01003818,2403.028869,2067.608623,,-93.60013333,27.90688333
9070,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90943333,-93.59846667,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,10:09:00 PM,0,30.4,36.69028804,3.790642231,496.6941079,7.973222364,7.98962859,2406.892466,2079.214518,,-93.59846667,27.90943333
9081,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90993333,-93.59715,Flower Garden Banks,Flower Garden Banks,2022,8/30/22,Random,10:56:00 PM,0,29.7,36.5881335,3.924784189,451.8769142,8.007148805,8.040513028,2405.680639,2063.730936,,-93.59715,27.90993333
9049,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.91181667,-93.60093333,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,1:06:00 PM,0,29.3,36.60970163,3.890754218,452.0723711,8.008214362,8.02556358,2410.909562,2071.460464,,-93.60093333,27.91181667
9045,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90875,-93.6022,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,1:57:00 PM,0,29.4,36.60315317,3.877643804,453.7056551,8.005940265,7.977140327,2404.84409,2066.562142,,-93.6022,27.90875
9044,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90806667,-93.60203333,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,2:59:00 PM,0,29.4,36.53539601,3.952107951,441.9711865,8.016000532,8.040083534,2409.822515,2065.007335,,-93.60203333,27.90806667
9064,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90685,-93.5991,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,3:56:00 PM,0,29.5,36.62052754,3.894102571,452.9925146,8.006358945,7.998579988,2405.135259,2065.447016,,-93.5991,27.90685
9048,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90948333,-93.60183333,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,4:50:00 PM,0,29.6,36.73970486,3.938350204,448.1169278,8.009963837,8.017144217,2407.265944,2063.099599,,-93.60183333,27.90948333
9046,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90996667,-93.60215,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,6:22:00 PM,0,29.6,36.70731323,3.864869554,459.0759323,8.000740289,8.010846175,2401.181563,2063.892389,,-93.60215,27.90996667
9065,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90873333,-93.599,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,7:19:00 PM,0,29.7,36.5471837,3.741248798,484.0269422,7.981969179,7.993510475,2396.990057,2072.413707,,-93.599,27.90873333
9069,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90923333,-93.5987,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,7:53:00 PM,0,29.8,36.59171425,3.928116557,452.8401774,8.006075648,8.019616909,2404.368398,2062.249819,,-93.5987,27.90923333
9076,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.9085,-93.59796667,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,9:05:00 PM,0,29.9,36.78030191,3.921112723,459.3985597,8.001125265,8.003525546,2409.183127,2067.357783,,-93.59796667,27.9085
9068,atlantic,flowerGardenBanks,flowerGardenBanks,flowerGardenBanks-east,27.90873333,-93.59865,Flower Garden Banks,Flower Garden Banks,2022,8/31/22,Random,10:09:00 PM,0,29.7,36.69124911,3.899121011,457.6802266,8.00259157,7.998211003,2406.896916,2066.988044,,-93.59865,27.90873333
19,atlantic,florida,keys,keys-lki,24.59283333,-81.42096667,Florida,Florida Keys,2015,4/14/15,Fixed,12:58:00 PM,0,26.706,36.602,3.982772102,330.9151232,8.101216475,,2294.438989,1932.1,,-81.42096667,24.59283333
20,atlantic,florida,keys,keys-lki,24.57311667,-81.41873333,Florida,Florida Keys,2015,4/14/15,Fixed,1:01:00 PM,0,26.714,36.592,3.837544048,384.8098452,8.060359714,,2365.20524,2021.9,,-81.41873333,24.57311667
19,atlantic,florida,keys,keys-lki,24.60906833,-81.41989,Florida,Florida Keys,2015,6/2/15,Fixed,10:30:00 AM,0,28.504,36.879,3.694508225,418.1486265,8.019179035,,2305.273085,1975,,-81.41989,24.60906833
20,atlantic,florida,keys,keys-lki,24.57293833,-81.41838,Florida,Florida Keys,2015,6/2/15,Fixed,10:50:00 AM,0,28.19,36.731,3.877324019,390.8018555,8.047310456,,2330.088412,1983.4,,-81.41838,24.57293833
19,atlantic,florida,keys,keys-lki,24.60631667,-81.42199167,Florida,Florida Keys,2015,7/28/15,Fixed,5:37:00 PM,0,31.312,37.843,2.953946798,573.0158297,7.877102504,,2151.039015,1887.3,,-81.42199167,24.60631667
20,atlantic,florida,keys,keys-lki,24.57538333,-81.41863333,Florida,Florida Keys,2015,7/28/15,Fixed,5:49:00 PM,0,31.879,36.54,3.624233773,527.7163477,7.939205336,,2332.360149,2020.5,,-81.41863333,24.57538333
19,atlantic,florida,keys,keys-lki,24.60951333,-81.420895,Florida,Florida Keys,2015,9/22/15,Fixed,10:00:00 AM,0,30.253,35.013,2.9896707,564.5435934,7.90133241,,2210.147699,1955.3,,-81.420895,24.60951333
20,atlantic,florida,keys,keys-lki,24.57339167,-81.41817833,Florida,Florida Keys,2015,9/22/15,Fixed,10:29:00 AM,0,30.787,34.907,3.891482617,433.6480134,8.01207757,,2318.746827,1985.4,,-81.41817833,24.57339167
19,atlantic,florida,keys,keys-lki,24.609025,-81.422095,Florida,Florida Keys,2015,11/17/15,Fixed,9:46:00 AM,0,26.608,36.188,2.971013528,537.5725864,7.93448668,,2310.02771,2050.7,,-81.422095,24.609025
20,atlantic,florida,keys,keys-lki,24.57317667,-81.418459,Florida,Florida Keys,2015,11/17/15,Fixed,10:07:00 AM,0,27.945,36.018,3.307371135,494.3240255,7.966252869,,2323.205131,2034.7,,-81.418459,24.57317667
19,atlantic,florida,keys,keys-lki,24.60899167,-81.42161667,Florida,Florida Keys,2016,3/15/16,Fixed,11:52:00 AM,0,26.654,36.60673386,3.849963212,389.6200149,8.058774661,,2382.782019,2039.1,,-81.42161667,24.60899167
20,atlantic,florida,keys,keys-lki,24.56687667,-81.41765,Florida,Florida Keys,2016,3/15/16,Fixed,12:10:00 PM,0,25.009,35.96094062,3.574564754,436.593544,8.033016602,,2452.578495,2139.2,,-81.41765,24.56687667
19,atlantic,florida,keys,keys-lki,24.60925,-81.41935833,Florida,Florida Keys,2016,5/10/16,Fixed,12:00:00 PM,0,25.49,36.81627188,3.773796058,307.9772068,8.11372217,,2212.683478,1861.5,,-81.41935833,24.60925
19,atlantic,florida,keys,keys-lki,24.60831667,-81.4223,Florida,Florida Keys,2016,9/20/16,Fixed,10:14:00 AM,0,31.923,36.77794625,2.996142242,583.3666592,7.874938733,,2162.406445,1900.9,,-81.4223,24.60831667
20,atlantic,florida,keys,keys-lki,24.57506667,-81.4183,Florida,Florida Keys,2016,9/20/16,Fixed,10:15:00 AM,0,31.381,36.77925581,3.278416968,510.6213603,7.927677872,,2191.319138,1902.1,,-81.4183,24.57506667
19,atlantic,florida,keys,keys-lki,24.6096,-81.4211,Florida,Florida Keys,2016,11/15/16,Fixed,9:29:00 AM,0,25.866,38.11319449,3.098825305,512.8413972,7.953016761,,2346.777432,2067.6,,-81.4211,24.6096
20,atlantic,florida,keys,keys-lki,24.5743,-81.4183,Florida,Florida Keys,2016,11/15/16,Fixed,9:45:00 AM,0,26.464,36.52483481,3.681235832,415.74139,8.036714757,,2383.380716,2056.3,,-81.4183,24.5743
19,atlantic,florida,keys,keys-lki,24.6071,-81.42207833,Florida,Florida Keys,2017,3/28/17,Fixed,1:29:00 PM,0,24.243,37.19075959,3.861347047,334.3026222,8.109143977,,2357.938263,2003.2,,-81.42207833,24.6071
20,atlantic,florida,keys,keys-lki,24.573,-81.41716167,Florida,Florida Keys,2017,3/28/17,Fixed,1:44:00 PM,0,25.212,36.65781102,3.764123077,374.7430316,8.073258878,,2379.129136,2040.2,,-81.41716167,24.573
19,atlantic,florida,keys,keys-lki,24.6096145,-81.42094383,Florida,Florida Keys,2017,6/20/17,Fixed,2:43:00 PM,0,29.194,36.09064185,2.804234815,527.3349146,7.906369955,,2111.825672,1863.4,,-81.42094383,24.6096145
20,atlantic,florida,keys,keys-lki,24.57418283,-81.4186365,Florida,Florida Keys,2017,6/20/17,Fixed,3:00:00 PM,0,28.879,36.20426636,3.705418134,432.0753481,8.012186386,,2323.307759,1997.2,,-81.4186365,24.57418283
19,atlantic,florida,keys,keys-lki,24.60994833,-81.41992333,Florida,Florida Keys,2017,10/10/17,Fixed,5:56:00 PM,0,29.28,34.46254155,3.002597006,611.8935608,7.894711885,,2332.511189,2083.1,,-81.41992333,24.60994833
20,atlantic,florida,keys,keys-lki,24.57442333,-81.41981833,Florida,Florida Keys,2017,10/10/17,Fixed,6:27:00 PM,0,28.97,34.85686332,3.512641722,495.7264015,7.975280986,,2369.944449,2071.4,,-81.41981833,24.57442333
20,atlantic,florida,keys,keys-lki,24.57193333,-81.41798333,Florida,Florida Keys,2018,3/9/18,Fixed,7:50:00 PM,0,23.64,36.29762043,3.689575325,360.6846254,8.090586056,,2387.404557,2054.5,,-81.41798333,24.57193333
19,atlantic,florida,keys,keys-lki,24.60781667,-81.4209,Florida,Florida Keys,2018,3/9/18,Fixed,8:08:00 PM,0,23.42,36.09326198,3.824950973,338.1616959,8.114867463,,2393.92895,2048.6,,-81.4209,24.60781667
19,atlantic,florida,keys,keys-lki,24.60968333,-81.4204,Florida,Florida Keys,2018,5/1/18,Fixed,11:35:00 AM,0,26.76,37.05851946,3.845991926,321.4028636,8.09794374,,2220.84566,1864.6,,-81.4204,24.60968333
20,atlantic,florida,keys,keys-lki,24.57646667,-81.4188,Florida,Florida Keys,2018,6/23/18,Fixed,6:16:00 PM,0,31.15,35.82467878,3.651247631,451.1931842,7.983179425,,2245.821593,1927.3,,-81.4188,24.57646667
19,atlantic,florida,keys,keys-lki,24.60895,-81.42098333,Florida,Florida Keys,2018,6/23/18,Fixed,6:34:00 PM,0,32.79,36.23474338,3.059147554,579.9619471,7.875770348,,2150.707486,1886.3,,-81.42098333,24.60895
19,atlantic,florida,keys,keys-lki,24.606947,-81.422379,Florida,Florida Keys,2018,8/7/18,Fixed,11:15:00 AM,0,30.231,36.6525724,3.417664614,438.9710982,7.979013638,,2171.547255,1865,,-81.422379,24.606947
20,atlantic,florida,keys,keys-lki,24.575921,-81.418522,Florida,Florida Keys,2018,8/7/18,Fixed,11:29:00 AM,0,30.21,36.43384648,3.759548628,432.8995964,8.003677716,,2288.437507,1957,,-81.418522,24.575921
20,atlantic,florida,keys,keys-lki,24.57968,-81.418162,Florida,Florida Keys,2018,10/13/18,Fixed,9:25:00 AM,0,28.9449,35.82336852,3.961245089,413.942774,8.036901105,,2379.635695,2034.4,,-81.418162,24.57968
